district,urban_rural,deaths,injured,serious_injuries,attacker_deaths,attacker_injured,casualty_asof,casualty_note,involves_children,victim_relation,age,sex,occupation,motive_summary,mental_health,prior_violence,warning_signals,intervention,outcome,judgment_date,execution_date,last_source_date,notes,deaths_lower_bound,injured_lower_bound,motive_tags,motive_basis,evidence_level,official_occurrence,official_classification,classification_evidence,id,date,date_precision,title,province,city,scene,method,category,classification_reason,source_ids,field_sources,reported_date,review_year,dating_note,review_batch,injured_reported,series_id,additional_collision_injured,response_injured,event_total_injured_reported,motive_attribution,date_time,continuous_attack,motive_themes,verification_gaps,social_source_urls,year,month,quarter,category_label,official,same_period,motive_known,deaths_min,injured_min,classification_evidence_basis,demographics_asof,demographics_basis,driver_deaths
,,,,,,,,,,,,,,,,,,,,,,2026-05-02,发生本身及所谓纵火均待核；不录入评论所称伤亡数，不与其他地区工厂火灾混同。,,,[],未知,网传待核,False,False,媒体调查／研究推断,LX26B15,2026-04-17,day,网传临沂面粉厂纵火线索,山东,临沂,其他,纵火,pending,目前只有论坛评论列举日期和地点，未找到能定位工厂、确认起火原因与受害对象的原始来源。,"[""LXS26B18""]","{""date"": [""LXS26B18""], ""location"": [""LXS26B18""], ""casualties"": [], ""classification"": [""LXS26B18""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],目前只有论坛评论列举日期和地点，未找到能定位工厂、确认起火原因与受害对象的原始来源。,[],2026,2026-04,2026-Q2,待核实,False,True,False,0,0,,,,
南安市,,2,1,,,,2026-04-19,,,,,,,,,,,,肇事者被控制，原因待查。,,,2026-05-02,酒驾仅为投稿视频中的怀疑。南方+正文报道清晨发生，与后续自媒体写下午不符，未采纳后者。,,,[],未知,官方转载,True,False,媒体调查／研究推断,LX26B13,2026-04-19,day,南安水头镇车辆逆行撞人事件,福建,泉州,街道交通,驾车,pending,南方+记者获有关部门确认逆行车祸及死伤，具体原因仍在调查；网帖所谓主动冲撞没有独立依据，须进一步区分事故与故意攻击。,"[""LXS26B16"", ""LXS26B18""]","{""date"": [""LXS26B16""], ""location"": [""LXS26B16""], ""casualties"": [""LXS26B16""], ""classification"": [""LXS26B16"", ""LXS26B18""], ""motive"": [], ""outcome"": [""LXS26B16""]}",,2026,,2026-X补查,,,,,,,,,[],南方+记者获有关部门确认逆行车祸及死伤，具体原因仍在调查；网帖所谓主动冲撞没有独立依据，须进一步区分事故与故意攻击。,[],2026,2026-04,2026-Q2,待核实,False,True,False,2,1,,,,
博罗县,,,,,,,,媒体转述死亡及多人重伤说法未经独立核实，数值留空。,,,,,,,,,,,,,,2026-04-23,保留当日广场事件，与同篇提及的较早酒店门前线索分列，避免合并伤亡。,,,[],未知,单一媒体,False,False,媒体调查／研究推断,LX26B04,2026-04-22,day,网传惠州博罗中园休闲广场持刀伤人事件,广东,惠州,公园广场,持械,pending,目前为一家媒体引述本地居民及网络影像，伤亡与受害关系没有独立采集的第二来源或官方材料；不能由多人遇袭传言推断随机性。,"[""LXS26B05""]","{""date"": [""LXS26B05""], ""location"": [""LXS26B05""], ""casualties"": [], ""classification"": [""LXS26B05""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],目前为一家媒体引述本地居民及网络影像，伤亡与受害关系没有独立采集的第二来源或官方材料；不能由多人遇袭传言推断随机性。,[],2026,2026-04,2026-Q2,待核实,False,True,False,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,2026-04-29,搜索当地公开事故信息未查得对应刑案，不据此断言不存在；不采信转载的政治身份、私人关系与200余伤亡数。,,,[],未知,网传待核,False,False,媒体调查／研究推断,LX26B19,2026-04-29,day,网传泰安住宅楼遭爆炸袭击线索,山东,泰安,社区住宅,爆炸,pending,现有页面只转载匿名X投稿，连准确楼宇位置、爆炸是否发生都未得到核实；所谓特定干部目标及大规模伤亡亦无可核来源。,"[""LXS26B28""]","{""date"": [""LXS26B28""], ""location"": [""LXS26B28""], ""casualties"": [], ""classification"": [""LXS26B28""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],现有页面只转载匿名X投稿，连准确楼宇位置、爆炸是否发生都未得到核实；所谓特定干部目标及大规模伤亡亦无可核来源。,"[""https://x.com/LUOXIANG_PMTQ/status/2049510723479335144""]",2026,2026-04,2026-Q2,待核实,False,True,False,0,0,,,,
天河区,城市,,,,,,,采访反映多名乘客咳嗽、流泪或呕吐；人数与诊断未公布，不将症状描述转成精确伤者数。,,车厢内周边乘客，未见与喷射者有关联,,男,,,,,,,地铁派出所受访人员称涉事者已被抓获，正在调查。,,,2026-05-02,核心分类依据公开行为及实际无关乘客目标，不以警方必须使用“随机”字样为条件。网络所谓偷拍争执起因未获证实；若后续确认特定纠纷触发，应复核为扩展。中央社为转述，未额外计作独立采访。,,,[],未知,多源媒体,True,False,媒体调查／研究推断,LX26B03,2026-04-30,day,广州地铁三号线男子向周围乘客喷辣椒水事件,广东,广州,公共交通,其他,core,媒体描述的现场影像显示向周边乘客持续喷洒，潇湘晨报、荔枝新闻及广东台亲历者采访相互补充，警方受访人员确认喷辣椒水且人已抓获；实际目标覆盖无关车厢乘客。,"[""LXS26B02"", ""LXS26B03"", ""LXS26B04""]","{""date"": [""LXS26B02"", ""LXS26B04""], ""location"": [""LXS26B02"", ""LXS26B04""], ""casualties"": [""LXS26B02"", ""LXS26B04""], ""classification"": [""LXS26B02"", ""LXS26B04""], ""motive"": [], ""outcome"": [""LXS26B02""]}",,2026,,2026-X补查,,,,,,,,,[],,[],2026,2026-04,2026-Q2,核心,False,True,False,0,0,,,,
高新区,城市,1,11,,,,2026-05-01,,,,31,男,,,,,,,李某某当场被抓获，初查涉嫌交通肇事逃逸。,,,2026-05-02,保留官方1死11伤数值。目击者对更多死亡、网约车押金纠纷的推测不予采纳；中央社使用李老师传播影像，与X镜像同源，不另算现场独立采集。,,,[],未知,官方转载,True,False,媒体调查／研究推断,C044,2026-05-01,day,成都剑南大道车辆连续碰撞事件,四川,成都,街道交通,驾车,pending,警方初查称转弯事故后逃逸；另有原始目击者采访与中央社影像分析描述加速撞击多个路段的公众、倒车后再撞及取刀。两类证据对故意性存在冲突，不能仅凭事故标签排除；在完整轨迹、调查结果及动机关系未厘清前列待核。,"[""CS055"", ""LXS26B23"", ""LXS26B24"", ""LXS26B31"", ""LXS26B32""]","{""date"": [""CS055""], ""location"": [""CS055""], ""casualties"": [""CS055""], ""classification"": [""CS055"", ""LXS26B24"", ""LXS26B31"", ""LXS26B32""], ""motive"": [], ""outcome"": [""CS055""]}",,,,2026-X补查,,,,,,,,,[],警方初查称转弯事故后逃逸；另有原始目击者采访与中央社影像分析描述加速撞击多个路段的公众、倒车后再撞及取刀。两类证据对故意性存在冲突，不能仅凭事故标签排除；在完整轨迹、调查结果及动机关系未厘清前列待核。,"[""https://x.com/whyyoutouzhele/status/2050186973680463941""]",2026,2026-05,2026-Q2,待核实,False,True,False,1,11,,,,
城中区,城市,3,1,,1,,2026-05-02,通报4死中1人为有重大嫌疑者；暂单列嫌疑人死亡，非最终法院认定。,,,,,,,,,,,,,,2026-05-05,维持警方4死中分列疑似作案者1死的原口径；未把受访者的猜测升级为动机。,,,[],未知,官方转载,True,False,媒体调查／研究推断,C038,2026-05-02,day,柳州高新南路小区刑事案件,广西,柳州,社区住宅,其他,pending,警方已确认刑案与死伤；新增记者访问居民仅有楼内发生及邻里纠纷的传闻，未核实具体被害关系和作案目标，无法判断定向案是否扩及无关者。,"[""CS049"", ""LXS26B14""]","{""date"": [""CS049""], ""location"": [""CS049""], ""casualties"": [""CS049""], ""classification"": [""CS049"", ""LXS26B14""], ""motive"": [], ""outcome"": []}",,,,2026-X补查,,,,,,,,,[],警方已确认刑案与死伤；新增记者访问居民仅有楼内发生及邻里纠纷的传闻，未核实具体被害关系和作案目标，无法判断定向案是否扩及无关者。,[],2026,2026-05,2026-Q2,待核实,False,True,False,3,1,,,,
平阳县,,,,,,,,,,,,,,,,,,,,,,2026-05-05,总死伤未有可靠核定，不把现场躺地人数作为死亡或伤者数。,,,[],未知,单一媒体,False,False,媒体调查／研究推断,LX26B11,2026-05-03,day,网传平阳昆阳菜市场路段车辆碰撞多人事件,浙江,温州,街道交通,驾车,pending,单一媒体记者访谈与网络视频可提供车辆碰撞线索；盗窃逃跑、失控事故及主动撞人说法未分清，缺官方结果及独立调查。,"[""LXS26B14""]","{""date"": [""LXS26B14""], ""location"": [""LXS26B14""], ""casualties"": [], ""classification"": [""LXS26B14""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],单一媒体记者访谈与网络视频可提供车辆碰撞线索；盗窃逃跑、失控事故及主动撞人说法未分清，缺官方结果及独立调查。,[],2026,2026-05,2026-Q2,待核实,False,True,False,0,0,,,,
浦东新区,城市,0,3,,,,2026-05-20,,,,59,男,,,警方称有精神疾病治疗史；外交部后确认系精神障碍患者。,,,,嫌疑人被警方制服。,,,2026-05-20,Q2补查未取得可改变类别的新关系证据；维持待核，保留官方伤亡及发生事实。,,,[],未知,官方原文,True,False,媒体调查／研究推断,C029,2026-05-19,day,上海环球金融中心日本料理店持刀伤人案,上海,上海,商业场所,持械,pending,官方确认男子闯入餐厅持刀伤3人；尚缺其与伤者是否认识、是否因特定纠纷以及选择对象过程的材料。公开餐厅场景与精神障碍史不能单独证明随机性。,"[""CS039"", ""CS040""]","{""date"": [""CS039"", ""CS040""], ""location"": [""CS039"", ""CS040""], ""casualties"": [""CS039"", ""CS040""], ""classification"": [""CS039"", ""CS040""], ""motive"": [], ""outcome"": [""CS039"", ""CS040""]}",,,,2026-X补查,,,,,,,,,[],官方确认男子闯入餐厅持刀伤3人；尚缺其与伤者是否认识、是否因特定纠纷以及选择对象过程的材料。公开餐厅场景与精神障碍史不能单独证明随机性。,[],2026,2026-05,2026-Q2,待核实,False,True,False,0,3,,,,
,,,,,,,,,,,,,,,,,,,,,,2026-08-17,仅录月份，不能以8月17日发布日期代替案发日；待取得原始记录后复查是否与其他事故重复。,,,[],未知,网传待核,False,False,媒体调查／研究推断,LX26B16,2026-06,month,网传随州大润发路段车辆冲撞线索,湖北,随州,街道交通,驾车,pending,8月评论文章回顾6月事件时仅作简短提及，没有具体日期、采访或原始帖文；发生及主动性都未核实。,"[""LXS26B19""]","{""date"": [""LXS26B19""], ""location"": [""LXS26B19""], ""casualties"": [], ""classification"": [""LXS26B19""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],8月评论文章回顾6月事件时仅作简短提及，没有具体日期、采访或原始帖文；发生及主动性都未核实。,[],2026,2026-06,2026-Q2,待核实,False,False,False,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,2026-08-17,月份依原文回顾语境保留；伤亡与动机均未知，获得地点后须优先查重。,,,[],未知,网传待核,False,False,媒体调查／研究推断,LX26B17,2026-06,month,网传漯河车辆连续碰撞线索,河南,漯河,街道交通,驾车,pending,仅一篇评论文章笼统回顾6月漯河连环撞击，缺地点、具体日期及可验证的原始记录；不足以认定主动袭击。,"[""LXS26B19""]","{""date"": [""LXS26B19""], ""location"": [""LXS26B19""], ""casualties"": [], ""classification"": [""LXS26B19""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],仅一篇评论文章笼统回顾6月漯河连环撞击，缺地点、具体日期及可验证的原始记录；不足以认定主动袭击。,[],2026,2026-06,2026-Q2,待核实,False,False,False,0,0,,,,
巴南区,,1,,,,,2026-06-05,,,同事,,男,,警方初查为同事矛盾。,,,,,,,,2026-06-05,网络以高校教师及副校长身份传播；教育身份不等同针对学校公众的无差别袭击。,,,"[""工作纠纷""]",警方初步通报,官方转载,True,False,媒体调查／研究推断,LX26B08,2026-06-05,day,重庆巴南高校同事矛盾定向持刀杀人案,重庆,重庆,社区住宅,持械,excluded,警方通报经媒体完整转述，认定同事矛盾引发特定对象袭击；没有向其他无关人员扩展的证据。,"[""LXS26B09""]","{""date"": [""LXS26B09""], ""location"": [""LXS26B09""], ""casualties"": [""LXS26B09""], ""classification"": [""LXS26B09""], ""motive"": [""LXS26B09""], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,"[""经济／工作／财产纠纷""]",,[],2026,2026-06,2026-Q2,排除,False,True,True,1,0,,,,
兴安县,,7,,,,,2026-06-11,官方称7人死亡、17人送医；另有未计数轻伤人员，故17仅作为伤者下限，不写成完整受伤总数。,,,,,,,,,,,,,,2026-06-11,,,17,[],未知,官方转载,True,False,媒体调查／研究推断,LX26B09,2026-06-11,day,兴安灵湘路爆炸事件,广西,桂林,街道交通,爆炸,pending,官方确认爆炸和死伤，但未公布爆炸成因、是否人为及目标选择；商铺纠纷或报复社会等互相冲突的网传动机均未核实。,"[""LXS26B10"", ""LXS26B11""]","{""date"": [""LXS26B10""], ""location"": [""LXS26B10""], ""casualties"": [""LXS26B10""], ""classification"": [""LXS26B10"", ""LXS26B11""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],官方确认爆炸和死伤，但未公布爆炸成因、是否人为及目标选择；商铺纠纷或报复社会等互相冲突的网传动机均未核实。,[],2026,2026-06,2026-Q2,待核实,False,True,False,7,17,,,,
如东县,,1,7,,,,2026-06-15,截至当日18时1死7伤，其中1人伤势较重；未将伤势较重当作重伤鉴定。,,,,,,,,,,,涉事驾驶人被控制，事故调查及善后进行中。,,,2026-06-15,,,,[],未知,官方转载,True,False,媒体调查／研究推断,LX26B20,2026-06-15,day,如东倒车操作不当冲撞丧事现场事故,江苏,南通,其他,驾车,excluded,政府通报明确系倒车操作不当造成，未有主动攻击人群证据。,"[""LXS26B29""]","{""date"": [""LXS26B29""], ""location"": [""LXS26B29""], ""casualties"": [""LXS26B29""], ""classification"": [""LXS26B29""], ""motive"": [], ""outcome"": [""LXS26B29""]}",,2026,,2026-X补查,,,,,,,,,[],,[],2026,2026-06,2026-Q2,排除,False,True,False,1,7,,,,
灌南县,,2,1,,,,2026-06-16,两名环卫工死亡，受伤1人为肇事车辆同车人员；分别说明身份以免误当行人伤者。,,路边作业的环卫工及同车乘员,23,女,,,,,,,司机被依法刑事拘留。,,,2026-06-16,,,,[],未知,官方转载,True,False,媒体调查／研究推断,LX26B21,2026-06-15,day,灌南醉驾碰撞环卫工人交通事故,江苏,连云港,街道交通,驾车,excluded,警方通报为醉酒驾驶导致道路交通事故，未见蓄意袭击公众的证据。,"[""LXS26B30""]","{""date"": [""LXS26B30""], ""location"": [""LXS26B30""], ""casualties"": [""LXS26B30""], ""classification"": [""LXS26B30""], ""motive"": [], ""outcome"": [""LXS26B30""]}",,2026,,2026-X补查,,,,,,,,,[],,[],2026,2026-06,2026-Q2,排除,False,True,False,2,1,,,,
,,,,,,,,,,,,,,,,,,,,,,2026-06-21,6月19日为摘要所述案发日，6月21日为发帖日；两者分开。仅社媒线索，不因场景公开就自动列核心。,,,[],未知,网传待核,False,False,媒体调查／研究推断,LX26B06,2026-06-19,day,网传无锡车展模特遭持刀袭击事件,江苏,无锡,商业场所,持械,pending,可检出的李老师帖文镜像摘要称车展发生持刀袭击，但原帖不可读、镜像正文访问失败，尚缺独立发生验证和袭击者与受害者关系。,"[""LXS26B06"", ""LXS26B07""]","{""date"": [""LXS26B06"", ""LXS26B07""], ""location"": [""LXS26B06"", ""LXS26B07""], ""casualties"": [], ""classification"": [""LXS26B06"", ""LXS26B07""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],可检出的李老师帖文镜像摘要称车展发生持刀袭击，但原帖不可读、镜像正文访问失败，尚缺独立发生验证和袭击者与受害者关系。,"[""https://x.com/whyyoutouzhele/status/2068635036157644991""]",2026,2026-06,2026-Q2,待核实,False,True,False,0,0,,,,
金水区,,2,2,,,,2026-07-22,,,,,,,警方查明因经营纠纷实施放火。,,,,,涉嫌放火罪被检察机关批准逮捕。,,,2026-07-22,可确认主动纵火，不足以确定核心或扩展类别；本条待核针对关系而非否认发生。,,,"[""经营纠纷""]",警方初步通报,官方转载,True,False,媒体调查／研究推断,LX26B10,2026-06-19,day,郑州宏达国际车业广场经营纠纷放火案,河南,郑州,商业场所,纵火,pending,7月22日警方确认因经营纠纷纵火，但未披露死伤者与嫌疑人关系、原纠纷目标和起火时人员分布；商场受损及多人死伤本身不足以证明攻击无关公众。,"[""LXS26B12"", ""LXS26B13""]","{""date"": [""LXS26B12"", ""LXS26B13""], ""location"": [""LXS26B12"", ""LXS26B13""], ""casualties"": [""LXS26B12"", ""LXS26B13""], ""classification"": [""LXS26B12"", ""LXS26B13""], ""motive"": [""LXS26B12"", ""LXS26B13""], ""outcome"": [""LXS26B12"", ""LXS26B13""]}",,2026,,2026-X补查,,,,,,,,,"[""其他已披露背景""]",7月22日警方确认因经营纠纷纵火，但未披露死伤者与嫌疑人关系、原纠纷目标和起火时人员分布；商场受损及多人死伤本身不足以证明攻击无关公众。,[],2026,2026-06,2026-Q2,待核实,False,True,True,2,2,,,,
津南区,,,,,,,,,,,,,,,,,,,,,,2026-06-27,保留为社媒待核；不能把街头斗殴自动视为无差别攻击。,,,[],未知,网传待核,False,False,媒体调查／研究推断,LX26B22,2026-06-26,day,网传天津津南广场附近持刀斗殴线索,天津,天津,街道交通,持械,pending,单一社媒帖文描述多人相互冲突及疑似持刀，没有独立发生验证，也未说明是否涉及原纠纷之外的旁人。,"[""LXS26B33""]","{""date"": [""LXS26B33""], ""location"": [""LXS26B33""], ""casualties"": [], ""classification"": [""LXS26B33""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],单一社媒帖文描述多人相互冲突及疑似持刀，没有独立发生验证，也未说明是否涉及原纠纷之外的旁人。,"[""https://x.com/whyyoutouzhele/status/2070839570053095833""]",2026,2026-06,2026-Q2,待核实,False,True,False,0,0,,,,
朝阳区,,0,13,,1,,2026-06-27,官方公布唯一死亡者为驾驶员，单列在行为人死亡字段；其余现场13人受伤。行为人是否构成主动袭击者仍待分类核实。,,,66,男,自由职业者,官方调查指个人原因，并称日记多次表露自杀想法；未据此认定报复社会。,官方通报描述长期失眠焦虑，未见疾病诊断结论。,,,,驾驶员死亡；官方调查认定为危害公共安全案件。,,,2026-07-02,网络关于驾驶员与中信雇佣或纠纷关系没有可核来源，不纳入事实。,,,[],警方初步通报,官方转载,True,False,媒体调查／研究推断,LX26B23,2026-06-26,day,北京中信大厦轻型飞机撞楼事件,北京,北京,商业场所,其他,pending,官方确认危害公共安全案件并披露自杀意念，未充分说明驾驶者是否主动以楼内公众为攻击对象。自杀故意不等于伤人故意，保留待核。,"[""LXS26B34"", ""LXS26B35"", ""LXS26B36""]","{""date"": [""LXS26B35""], ""location"": [""LXS26B34"", ""LXS26B35""], ""casualties"": [""LXS26B35""], ""classification"": [""LXS26B34"", ""LXS26B35""], ""motive"": [""LXS26B34""], ""outcome"": [""LXS26B34""]}",,2026,,2026-X补查,,,,,,,,,[],官方确认危害公共安全案件并披露自杀意念，未充分说明驾驶者是否主动以楼内公众为攻击对象。自杀故意不等于伤人故意，保留待核。,"[""https://x.com/whyyoutouzhele/status/2070491014016520660""]",2026,2026-06,2026-Q2,待核实,False,True,True,0,13,,,,
寿县,,,,,,,,,,,,,,,,,,,,,,2026-06-28,补查命中2025年2月另一幼儿园校车起火旧案，时间和地点不符，未用旧案充当本条证据。,,,[],未知,网传待核,False,False,媒体调查／研究推断,LX26B24,2026-06-27,day,网传寿县京师幼儿园遭袭线索,安徽,淮南,校园及周边,其他,pending,只检出论坛标题，发生本身、作案方式、伤亡和受害对象均不可核实；学校名称不能代替发生或随机性证据。,"[""LXS26B37""]","{""date"": [""LXS26B37""], ""location"": [""LXS26B37""], ""casualties"": [], ""classification"": [""LXS26B37""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],只检出论坛标题，发生本身、作案方式、伤亡和受害对象均不可核实；学校名称不能代替发生或随机性证据。,[],2026,2026-06,2026-Q2,待核实,False,True,False,0,0,,,,
滕州市,,,,,,,,,,,,,,,,,,,,,,2026-07-03,有关先杀家人后伤路人的说法只作为待查方向；日期、地点亦依单源报道保留，不能纳入已核实统计。,,,[],未知,网传待核,False,False,媒体调查／研究推断,LX26B07,2026-06-28,day,网传滕州和馨园及世茂商城附近持刀伤人线索,山东,枣庄,街道交通,持械,pending,报道仅汇总网传影像和说法，家庭纠纷、继续攻击街头旁人及伤亡均没有独立证实；缺足以确定是否同一连续案件的证据。,"[""LXS26B08""]","{""date"": [""LXS26B08""], ""location"": [""LXS26B08""], ""casualties"": [], ""classification"": [""LXS26B08""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],报道仅汇总网传影像和说法，家庭纠纷、继续攻击街头旁人及伤亡均没有独立证实；缺足以确定是否同一连续案件的证据。,[],2026,2026-06,2026-Q2,待核实,False,True,False,0,0,,,,
晋江市,,28,,,,,2026-07-10,28名死者包含送医后不治的2人，未另列受伤存活者人数；不采用社媒夸大数字。,,厂内人员；没有已认定的袭击者,,,,,,,,消防疏散及救援,政府启动事故调查和善后。,,,2026-07-17,method留空表示没有证实纵火，不将报道火灾直接编码为主动攻击。,,,[],未知,官方原文,True,False,火灾事实官方／主动袭击待核,LX26C08,2026-07-09,day,晋江辉腾鞋业厂房火灾及纵火传言,福建,泉州,其他,,pending,政府发布会确认重大厂房火灾及伤亡，但起火原因尚未查清；网上纵火／报复说法缺少可验证行为人、起火过程或调查结论。只列待核火灾线索。,"[""LXS26C18"", ""LXS26C20""]","{""date"": [""LXS26C18""], ""location"": [""LXS26C18""], ""casualties"": [""LXS26C18""], ""classification"": [""LXS26C18"", ""LXS26C20""], ""motive"": [], ""outcome"": [""LXS26C18""]}",,2026,,2026-X补查,,,,,,,,,[],政府发布会确认重大厂房火灾及伤亡，但起火原因尚未查清；网上纵火／报复说法缺少可验证行为人、起火过程或调查结论。只列待核火灾线索。,[],2026,2026-07,2026-Q3,待核实,False,True,False,28,0,,,,
思明区,城市,,,,,,,不采用网传死亡或多人行凶人数。,,,,男,,,,,,,,,,2026-07-14,案发日采用文中网传7月11日，未经独立验证；7月14日是文章发布时间。,,,[],未知,网传待核,False,False,网传／待核,LX26C01,2026-07-11,day,网传厦门东浦路持刀伤人事件,福建,厦门,街道交通,持械,pending,只有网络影像汇编可见；影像拍摄日期、袭击经过、攻击对象关系和伤亡均无官方或独立采集材料印证。,"[""LXS26C08""]","{""date"": [""LXS26C08""], ""location"": [""LXS26C08""], ""casualties"": [], ""classification"": [""LXS26C08""], ""motive"": [], ""outcome"": []}",,2026,,2026-X补查,,,,,,,,,[],只有网络影像汇编可见；影像拍摄日期、袭击经过、攻击对象关系和伤亡均无官方或独立采集材料印证。,[],2026,2026-07,2026-Q3,待核实,False,True,False,0,0,,,,
钱塘区,城市,1,,,,,2026-07-13,警方确认甜品店店主死亡1人；未单列其他非致命伤人数，injured由0改为null。,,,54,男,纺织厂员工,,,,,,金某某当日上午被抓获并刑拘。,,,2026-07-13,同日网传叙述误称外卖员冲突及有人在逃，与警方公布54岁纺织厂员工当日上午被抓不符；这些传言不用于关系、职业或结局认定。现场为商业场所本身不足证明随机。,,,[],未知,官方转载,True,False,媒体调查／研究推断,C028,2026-07-13,day,杭州钱塘甜品店门口持刀杀人案,浙江,杭州,商业场所,持械,pending,确认店主遇害，但双方关系与攻击选择机制未披露；暂不能认定随机或特定纠纷。,"[""CS038"", ""LXS26C08""]","{""date"": [""CS038""], ""location"": [""CS038""], ""casualties"": [""CS038""], ""classification"": [""CS038""], ""motive"": [], ""outcome"": [""CS038""]}",,,,2026-X补查,,,,,,,,,[],确认店主遇害，但双方关系与攻击选择机制未披露；暂不能认定随机或特定纠纷。,[],2026,2026-07,2026-Q3,待核实,False,True,False,1,0,,,,
古雷港经济开发区,,,1,,,,2026-07-17,警方称伤情稳定，未给法定重伤鉴定。,,87岁拾荒老人，与施暴者关系未知,35,女,,,,,,警方到场控制嫌疑人、安排送医,案件办理中。,,,2026-07-17,,,,[],未知,官方转载,True,False,警方确认发生／对象关系待核,LX26C15,2026-07-14,day,漳州古雷新港城拾荒老人被殴打案,福建,漳州,社区住宅,持械,pending,警方确认殴打及一名伤者；尚无可读材料说明施暴者与老人此前关系、起因及选择机制，不能仅因老人弱势而认定随机。,"[""LXS26C26""]","{""date"": [""LXS26C26""], ""location"": [""LXS26C26""], ""casualties"": [""LXS26C26""], ""classification"": [""LXS26C26""], ""motive"": [], ""outcome"": [""LXS26C26""]}",,2026,,2026-X补查,,,,,,,,,[],警方确认殴打及一名伤者；尚无可读材料说明施暴者与老人此前关系、起因及选择机制，不能仅因老人弱势而认定随机。,[],2026,2026-07,2026-Q3,待核实,False,True,False,0,1,,,,
城厢区,,0,0,,,,2026-07-15,缓存稿引当地政府称无人员伤亡；需在可访问正文再次核对。,,,,,,,,,,,缓存稿称嫌疑人已被警方控制。,,,2026-07-15,爆燃是纵火的据报后果，未推断另有独立爆炸装置；不将财产纵火自动纳为针对不特定公众的袭击。,,,[],未知,单一媒体,False,False,单一媒体缓存／攻击对象待核,LX26C10,2026-07-15,day,莆田灵川镇烟花爆竹仓库纵火线索,福建,莆田,其他,纵火,pending,新京报采访部门称人为纵火，但本轮只读取到搜索缓存完整短稿，原文访问失败；是否以现场人员或无关公众为攻击对象亦不明，暂列待核。,"[""LXS26C21""]","{""date"": [""LXS26C21""], ""location"": [""LXS26C21""], ""casualties"": [""LXS26C21""], ""classification"": [""LXS26C21""], ""motive"": [], ""outcome"": [""LXS26C21""]}",,2026,,2026-X补查,,,,,,,,,[],新京报采访部门称人为纵火，但本轮只读取到搜索缓存完整短稿，原文访问失败；是否以现场人员或无关公众为攻击对象亦不明，暂列待核。,[],2026,2026-07,2026-Q3,待核实,False,True,False,0,0,,,,
晋江市,,0,0,,,,2026-07-16,仅初报“暂无人员被困或受伤”，非最终事故结案人数。,,,,,,,,,,,消防扑救。,,,2026-07-17,,,,[],未知,官方转载,True,False,火灾事实官方／主动袭击待核,LX26C09,2026-07-16,day,晋江池店唐厝废品收购站火灾及纵火传言,福建,泉州,其他,,pending,官方可确认废品站火灾；将其称工厂遭报复的社交说法未给可查证纵火证据，主动袭击性质未知。,"[""LXS26C19"", ""LXS26C20""]","{""date"": [""LXS26C19""], ""location"": [""LXS26C19""], ""casualties"": [""LXS26C19""], ""classification"": [""LXS26C19"", ""LXS26C20""], ""motive"": [], ""outcome"": [""LXS26C19""]}",,2026,,2026-X补查,,,,,,,,,[],官方可确认废品站火灾；将其称工厂遭报复的社交说法未给可查证纵火证据，主动袭击性质未知。,[],2026,2026-07,2026-Q3,待核实,False,True,False,0,0,,,,
